startup_name,industry,city,state,funding_amount_usd,funding_round,investors,date
Influencer Network,Real Estate,Indore,Madhya Pradesh,10000000.0,Series B,"DST Global, Falcon Edge, General Catalyst",2015-12-03
QuickGrocery,IoT,Gurgaon,Haryana,10000000.0,Pre-Series A,"Sequoia Capital, 500 Startups, SAIF Partners",2024-11-14
SpeechTech,Mobile Apps,Hyderabad,Telangana,10000000.0,Bridge Round,"Sequoia Capital, Steadview Capital",2015-10-01
AutoParts Direct,Automotive,Gurgaon,Haryana,10000000.0,Bridge Round,General Catalyst,2024-05-10
PayrollEasy,Edtech,Noida,Uttar Pradesh,10000000.0,Series D,SoftBank Vision Fund,2021-02-12
SpaceTech Ventures,HR Tech,Indore,Madhya Pradesh,7821824756873.317,Angel,Blume Ventures,2017-06-02
PetCare,IoT,Kochi,Kerala,10000000.0,Seed,"Alpha Wave Incubation, Tencent, Matrix Partners",2015-10-01
ComputerVision Co,Consumer Services,Kochi,Kerala,10000000.0,Series B,Accel Partners,2022-09-14
LabTest Now,Fashion & Lifestyle,Ahmedabad,Gujarat,3507880879125.0557,Seed,Blume Ventures,2018-11-15
ShopEasy,AI/ML,Visakhapatnam,Andhra Pradesh,10000000.0,Growth Stage,"General Catalyst, AngelList India",2017-09-24
MediaHub,Real Estate,Jaipur,Rajasthan,10000000.0,Series E,"Chiratae Ventures, AngelList India, Kalaari Capital",2019-12-24
HomeServices,Marketing Tech,Bhopal,Madhya Pradesh,22911612801985.676,Pre-Series A,"Elevation Capital, Y Combinator, Alibaba",2021-04-16
SecureComm,Healthtech,Ahmedabad,Gujarat,1908382236750.184,Series A,"Blume Ventures, Matrix Partners, AngelList India",2015-08-09
ShopEasy,SaaS,Ahmedabad,Gujarat,10000000.0,Debt Financing,"Lightspeed Venture Partners, Y Combinator, Steadview Capital",2018-04-25
BeautyBox,Enterprise Software,Chandigarh,Chandigarh,10000000.0,Series D,"Chiratae Ventures, Y Combinator, Tencent",2023-12-31
DoctorConnect,Analytics,Hyderabad,Telangana,10000000.0,Debt Financing,Accel Partners,2020-05-07
FoodDelivery Express,Cloud Services,Bhopal,Madhya Pradesh,10000000.0,Seed,"Sequoia Capital, Tencent",2018-03-05
ParkingFinder,E-commerce,Lucknow,Uttar Pradesh,10000000.0,Growth Stage,Kalaari Capital,2019-11-21
NLP Solutions,Healthtech,Coimbatore,Tamil Nadu,24025942374623.266,Series E,"Blume Ventures, Tencent",2022-11-15
SportsFit,Analytics,Chennai,Tamil Nadu,10000000.0,Bridge Round,"SAIF Partners, Matrix Partners, Tencent",2018-05-11
Insurance Plus,E-commerce,Jaipur,Rajasthan,10000000.0,Angel,"AngelList India, 500 Startups, Amazon",2023-04-27
ComplianceTech,Consumer Services,Indore,Madhya Pradesh,1905447332669.8267,Bridge Round,"Matrix Partners, Lightspeed Venture Partners, Naspers",2022-01-20
CryptoTrade India,Renewable Energy,Hyderabad,Telangana,10000000.0,Pre-Series A,"Blume Ventures, 500 Startups, SAIF Partners",2015-02-14
SocialConnect,Media & Entertainment,Nagpur,Maharashtra,10000000.0,Series E,"Matrix Partners, Insight Partners, General Catalyst",2016-12-19
ComputerVision Co,Media & Entertainment,Kolkata,West Bengal,10000000.0,Angel,"Nexus Venture Partners, Alpha Wave Incubation",2019-01-02
TrafficManagement,Blockchain,Kolkata,West Bengal,10000000.0,Private Equity,"Sequoia Capital, 500 Startups, Alpha Wave Incubation",2023-04-12
VerticalGardens,Blockchain,Kolkata,West Bengal,5043609288808.758,Series B,Naspers,2015-08-17
EduLearn,Fintech,Nagpur,Maharashtra,2909056867615.2715,Series D,,2019-04-23
RideShare India,Cybersecurity,Noida,Uttar Pradesh,10000000.0,Series B,DST Global,2018-03-28
FoodDelivery Express,Travel & Hospitality,Kolkata,West Bengal,10000000.0,Debt Financing,"Naspers, DST Global, Falcon Edge",2017-05-06
DataScience Academy,Hardware,Mumbai,Maharashtra,10000000.0,Series B,"Tencent, DST Global, Naspers",2023-11-29
RecruitmentAI,Social Media,Coimbatore,Tamil Nadu,10000000.0,Debt Financing,General Catalyst,2016-07-30
TrainingHub,Social Media,Mumbai,Maharashtra,10000000.0,Growth Stage,"Steadview Capital, Nexus Venture Partners",2016-03-10
WasteManagement Co,Cloud Services,Kolkata,West Bengal,80545988205807.25,Angel,"Techstars, SoftBank Vision Fund, Matrix Partners",2020-03-14
GreenBuild,AI/ML,Hyderabad,Telangana,10000000.0,Series A,"Techstars, Matrix Partners",2024-07-23
IdentityVerification,Foodtech,Lucknow,Uttar Pradesh,10000000.0,Series E,"Alpha Wave Incubation, AngelList India, Accel Partners",2015-12-13
VR Gaming,Gaming,Kochi,Kerala,6065204394723.992,Series E,"Tiger Global, Kalaari Capital",2019-09-10
TranslationAI,Renewable Energy,Noida,Uttar Pradesh,10000000.0,Angel,Y Combinator,2018-03-11
SmartCity Solutions,Biotechnology,Bangalore,Karnataka,10000000.0,Series A,"Y Combinator, Steadview Capital",2021-11-27
Insurance Plus,Cybersecurity,Visakhapatnam,Andhra Pradesh,10000000.0,Series D,"DST Global, Naspers, Lightspeed Venture Partners",2024-09-13
ElectroMart,HR Tech,Surat,Gujarat,10000000.0,Debt Financing,"Amazon, Google Ventures, Falcon Edge",2022-07-24
CleanEnergy Co,Biotechnology,Kochi,Kerala,3149108822054.956,Private Equity,"SAIF Partners, Naspers",2015-12-03
WaterPurify,Fashion & Lifestyle,Coimbatore,Tamil Nadu,10000000.0,Growth Stage,Insight Partners,2023-09-12
WaterPurify,Cybersecurity,Chennai,Tamil Nadu,7105263914597.647,Angel,Tiger Global,2019-12-17
SocialConnect,Cybersecurity,Pune,Maharashtra,1089147077758.4283,Series D,"Sequoia Capital, Steadview Capital, Blume Ventures",2024-09-17
BatteryTech,Fintech,Indore,Madhya Pradesh,10000000.0,Series A,"Chiratae Ventures, 500 Startups, SoftBank Vision Fund",2022-04-29
AI Analytics,Gaming,Lucknow,Uttar Pradesh,1332813373754.4285,Seed,"Techstars, Google Ventures, Y Combinator",2022-05-09
JobPortal Pro,Biotechnology,Chennai,Tamil Nadu,10000000.0,Pre-Series A,"Techstars, Matrix Partners",2019-04-26
Metaverse India,Analytics,Kolkata,West Bengal,10000000.0,Series B,"Insight Partners, DST Global",2017-05-07
EventPlanner,Fintech,Coimbatore,Tamil Nadu,591441784239.475,Seed,SoftBank Vision Fund,2022-09-03
WeddingBells,Mobile Apps,Surat,Gujarat,10000000.0,Series B,"Y Combinator, Matrix Partners, Steadview Capital",2017-11-19
DataBackup Solutions,Consumer Services,Mumbai,Maharashtra,10000000.0,Growth Stage,"Alpha Wave Incubation, Y Combinator, SAIF Partners",2016-07-03
SmartCity Solutions,Consumer Services,Chennai,Tamil Nadu,10000000.0,Bridge Round,"Google Ventures, Amazon",2019-07-01
SpeechTech,Edtech,Hyderabad,Telangana,859248231449.4753,Series C,"Elevation Capital, Insight Partners",2022-12-05
EduLearn,Foodtech,Kolkata,West Bengal,10000000.0,Pre-Series A,"Alpha Wave Incubation, Tencent, Naspers",2015-10-07
IoT Solutions,Real Estate,Noida,Uttar Pradesh,10000000.0,Pre-Series A,"Falcon Edge, Nexus Venture Partners, Sequoia Capital",2024-02-08
MediaHub,IoT,Noida,Uttar Pradesh,10000000.0,Growth Stage,"Matrix Partners, Google Ventures",2020-01-21
FinanceApp,CleanTech,Bangalore,Karnataka,10000000.0,Series C,"Alibaba, DST Global",2017-06-11
BeautyBox,Consumer Services,Bangalore,Karnataka,10000000.0,Debt Financing,"SAIF Partners, Blume Ventures, Nexus Venture Partners",2021-03-04
DoctorConnect,E-commerce,Lucknow,Uttar Pradesh,6897456271096.933,Series C,"Y Combinator, Tencent, AngelList India",2021-03-02
FurnitureWorld,Travel & Hospitality,Ahmedabad,Gujarat,10000000.0,Pre-Series A,Kalaari Capital,2023-09-18
LoanSimple,Gaming,Lucknow,Uttar Pradesh,5535751948718.191,Growth Stage,Alpha Wave Incubation,2023-10-13
AutoParts Direct,Foodtech,Chennai,Tamil Nadu,10000000.0,Series B,"Tencent, Alibaba",2021-08-06
Insurance Plus,Fashion & Lifestyle,Noida,Uttar Pradesh,1614228432360.4717,Series E,"Techstars, Steadview Capital, Amazon",2023-11-20
Antivirus Plus,Logistics,Nagpur,Maharashtra,485228935593.3109,Private Equity,Steadview Capital,2019-05-07
EduLearn,Fintech,Nagpur,Maharashtra,2909056867615.2715,Series D,,2019-04-23
FoodDelivery Express,Logistics,Hyderabad,Telangana,10000000.0,Debt Financing,SoftBank Vision Fund,2024-06-30
BatteryTech,Travel & Hospitality,Chennai,Tamil Nadu,10000000.0,Angel,"Insight Partners, Steadview Capital, Falcon Edge",2021-11-12
PharmEasy Online,Media & Entertainment,Hyderabad,Telangana,10000000.0,Private Equity,Kalaari Capital,2023-09-09
PropertyFinder,Mobile Apps,Delhi,Delhi,588718012510.1741,Pre-Series A,Sequoia Capital,2020-04-14
FurnitureWorld,Analytics,Bangalore,Karnataka,516537820509.0726,Series D,"Matrix Partners, Amazon, 500 Startups",2021-05-01
QuickGrocery,Fintech,Kolkata,West Bengal,1150622475243.0537,Growth Stage,"Falcon Edge, 500 Startups",2018-08-24
MusicStream,Mobile Apps,Lucknow,Uttar Pradesh,10000000.0,Series C,"Chiratae Ventures, Elevation Capital, Tencent",2024-08-30
PasswordManager,Foodtech,Nagpur,Maharashtra,10000000.0,Series D,"Matrix Partners, Alibaba, 500 Startups",2018-04-27
ElectroMart,Logistics,Ahmedabad,Gujarat,10888820120948.262,Series E,SAIF Partners,2018-05-07
EnergyEfficient,Media & Entertainment,Kochi,Kerala,760282390698.7759,Debt Financing,DST Global,2015-08-31
AutoParts Direct,Fashion & Lifestyle,Chandigarh,Chandigarh,10000000.0,Series A,"Tencent, Insight Partners",2016-06-06
ML Platform,Agritech,Visakhapatnam,Andhra Pradesh,336147714479.9256,Growth Stage,500 Startups,2015-11-28
PasswordManager,Renewable Energy,Jaipur,Rajasthan,10000000.0,Pre-Series A,"SAIF Partners, Elevation Capital",2017-06-14
EnergyEfficient,SaaS,Gurgaon,Haryana,10000000.0,Series B,"Blume Ventures, Alpha Wave Incubation, SoftBank Vision Fund",2020-12-06
BeautyBox,Renewable Energy,Ahmedabad,Gujarat,10000000.0,Seed,Elevation Capital,2021-10-25
TrafficManagement,Social Media,Indore,Madhya Pradesh,10000000.0,Private Equity,"Tiger Global, Steadview Capital, General Catalyst",2020-11-25
LoanSimple,HR Tech,Gurgaon,Haryana,10000000.0,Seed,"Tencent, AngelList India",2019-11-28
AntiPhishing Co,CleanTech,Kochi,Kerala,10000000.0,Series D,"Elevation Capital, SAIF Partners",2018-08-28
JobPortal Pro,Gaming,Pune,Maharashtra,10000000.0,Series E,Sequoia Capital,2018-03-14
OrganicFarms,Marketing Tech,Visakhapatnam,Andhra Pradesh,3882064524632.1587,Pre-Series A,"General Catalyst, DST Global, Google Ventures",2017-06-30
BeautyBox,CleanTech,Gurgaon,Haryana,10000000.0,Growth Stage,"General Catalyst, Tiger Global, Insight Partners",2019-12-30
SportsFit,Fintech,Indore,Madhya Pradesh,10000000.0,Series D,Elevation Capital,2022-03-26
DoctorConnect,Fintech,Kochi,Kerala,10000000.0,Growth Stage,"Sequoia Capital, Google Ventures",2020-11-21
RideShare India,Travel & Hospitality,Delhi,Delhi,10000000.0,Series E,Nexus Venture Partners,2017-08-29
FashionForward,Foodtech,Kolkata,West Bengal,10000000.0,Debt Financing,"Alibaba, Accel Partners, DST Global",2021-01-25
FashionForward,E-commerce,Surat,Gujarat,10000000.0,Series D,"Insight Partners, SoftBank Vision Fund, Google Ventures",2021-08-20
GameZone,E-commerce,Indore,Madhya Pradesh,7496424122963.391,Series D,"Techstars, Google Ventures",2024-03-18
ShopEasy,Biotechnology,Gurgaon,Haryana,10000000.0,Pre-Series A,Elevation Capital,2023-09-07
FitTrack,Consumer Services,Delhi,Delhi,10000000.0,Bridge Round,"Chiratae Ventures, Alpha Wave Incubation, Y Combinator",2024-01-27
SemiconductorHub,HR Tech,Kolkata,West Bengal,10000000.0,Growth Stage,"SAIF Partners, Techstars",2020-01-19
HomeServices,Foodtech,Bhopal,Madhya Pradesh,10000000.0,Series E,"Matrix Partners, Lightspeed Venture Partners",2020-08-16
PharmEasy Online,Renewable Energy,Visakhapatnam,Andhra Pradesh,5146558237266.862,Seed,Matrix Partners,2022-01-06
PayTech Solutions,Biotechnology,Jaipur,Rajasthan,10000000.0,Growth Stage,"Falcon Edge, Sequoia Capital, Amazon",2016-01-28
WeddingBells,Marketing Tech,Chennai,Tamil Nadu,10000000.0,Debt Financing,"Y Combinator, Chiratae Ventures, AngelList India",2022-09-26
EduLearn,Gaming,Hyderabad,Telangana,2899990641679.1157,Pre-Series A,Lightspeed Venture Partners,2021-05-22
LoanSimple,Fashion & Lifestyle,Delhi,Delhi,26669700078956.168,Series D,"SoftBank Vision Fund, 500 Startups",2017-07-17
QuickGrocery,Healthtech,Ahmedabad,Gujarat,10000000.0,Series E,"Lightspeed Venture Partners, SoftBank Vision Fund, Falcon Edge",2015-04-19
SalesForce India,Biotechnology,Pune,Maharashtra,8283004083457.497,Angel,"Y Combinator, Elevation Capital",2015-10-10
MediaHub,Renewable Energy,Delhi,Delhi,10000000.0,Series A,"Steadview Capital, SAIF Partners",2021-11-30
SocialConnect,HR Tech,Indore,Madhya Pradesh,2105424357104.704,Private Equity,"Sequoia Capital, Amazon",2022-02-21
GreenBuild,Media & Entertainment,Gurgaon,Haryana,6039806041027.443,Bridge Round,"Techstars, 500 Startups, SAIF Partners",2023-03-09
NFT Marketplace,Mobile Apps,Bhopal,Madhya Pradesh,10000000.0,Seed,SAIF Partners,2015-03-06
PayrollEasy,E-commerce,Chandigarh,Chandigarh,10000000.0,Series E,"Tencent, Falcon Edge, Insight Partners",2023-10-12
VR Gaming,Consumer Services,Hyderabad,Telangana,10000000.0,Series D,"General Catalyst, Chiratae Ventures, Sequoia Capital",2024-02-11
MusicStream,HR Tech,Lucknow,Uttar Pradesh,11700847017184.707,Series A,Tiger Global,2015-03-07
LoanSimple,Renewable Energy,Hyderabad,Telangana,10000000.0,Series E,"Insight Partners, 500 Startups, General Catalyst",2016-10-15
EncryptionTech,Gaming,Jaipur,Rajasthan,10000000.0,Series C,"Falcon Edge, Chiratae Ventures, SoftBank Vision Fund",2021-11-09
HealthCare Plus,Biotechnology,Lucknow,Uttar Pradesh,10000000.0,Bridge Round,SAIF Partners,2021-01-20
ParkingFinder,Agritech,Jaipur,Rajasthan,314775776056.48096,Series A,"Matrix Partners, Alibaba, AngelList India",2019-08-11
BatteryTech,Gaming,Surat,Gujarat,10000000.0,Seed,"Tencent, 500 Startups, Steadview Capital",2015-11-13
EventPlanner,Edtech,Kochi,Kerala,1154282965215.216,Series B,Tiger Global,2015-11-13
WindEnergy Tech,CleanTech,Chennai,Tamil Nadu,10000000.0,Series B,Alpha Wave Incubation,2020-10-13
SmartWatch India,Hardware,Chandigarh,Chandigarh,10000000.0,Bridge Round,"Y Combinator, AngelList India",2020-07-05
LegalTech,Social Media,Indore,Madhya Pradesh,10000000.0,Series B,"Steadview Capital, Elevation Capital, AngelList India",2022-02-02
VR Gaming,Fashion & Lifestyle,Bangalore,Karnataka,10000000.0,Series A,"Alibaba, Tiger Global",2019-01-10
AutoParts Direct,Foodtech,Mumbai,Maharashtra,1521875691781.8499,Debt Financing,"Techstars, Naspers",2022-08-10
FinanceApp,IoT,Visakhapatnam,Andhra Pradesh,10000000.0,Seed,Tiger Global,2024-01-21
WasteManagement Co,Biotechnology,Mumbai,Maharashtra,10000000.0,Series E,"Amazon, Tencent, SoftBank Vision Fund",2023-04-19
LoanSimple,Fintech,Ahmedabad,Gujarat,10000000.0,Debt Financing,"Sequoia Capital, Naspers",2018-05-25
EventPlanner,Renewable Energy,Hyderabad,Telangana,17014885612358.273,Angel,"Steadview Capital, Y Combinator",2015-10-28
LoanSimple,Travel & Hospitality,Kochi,Kerala,10000000.0,Angel,Tiger Global,2020-05-17
Influencer Network,Logistics,Chennai,Tamil Nadu,16716060670905.275,Series C,AngelList India,2020-11-25
AI Research Lab,Gaming,Indore,Madhya Pradesh,1610539472773.8784,Series D,"Sequoia Capital, Google Ventures, Tiger Global",2016-02-27
WearableTech,E-commerce,Noida,Uttar Pradesh,1492879782277.2173,Pre-Series A,"Lightspeed Venture Partners, Amazon, Naspers",2024-07-06
CyberSecurity India,Fashion & Lifestyle,Coimbatore,Tamil Nadu,10000000.0,Series E,"Google Ventures, Blume Ventures, SoftBank Vision Fund",2020-07-03
DeepLearning India,Enterprise Software,Jaipur,Rajasthan,10000000.0,Private Equity,"Nexus Venture Partners, Techstars",2015-09-10
SmartCity Solutions,AI/ML,Visakhapatnam,Andhra Pradesh,4621589599218.631,Pre-Series A,SAIF Partners,2021-04-25
FurnitureWorld,Social Media,Delhi,Delhi,10000000.0,Private Equity,"Tencent, Sequoia Capital",2023-07-28
Firewall Tech,Marketing Tech,Kolkata,West Bengal,10000000.0,Angel,SoftBank Vision Fund,2018-03-15
SocialConnect,Travel & Hospitality,Mumbai,Maharashtra,10000000.0,Series C,Blume Ventures,2024-02-12
SpeechTech,Media & Entertainment,Ahmedabad,Gujarat,10000000.0,Private Equity,"Tiger Global, Elevation Capital, DST Global",2024-07-27
BatteryTech,Travel & Hospitality,Hyderabad,Telangana,10000000.0,Angel,"DST Global, Steadview Capital, Y Combinator",2021-07-16
BlockchainHub,Fashion & Lifestyle,Coimbatore,Tamil Nadu,10000000.0,Seed,"Kalaari Capital, DST Global, Falcon Edge",2021-04-04
FurnitureWorld,Blockchain,Mumbai,Maharashtra,10000000.0,Growth Stage,"Amazon, Y Combinator",2020-12-07
EduLearn,Fashion & Lifestyle,Delhi,Delhi,10000000.0,Series E,SAIF Partners,2021-04-17
TrainingHub,Edtech,Nagpur,Maharashtra,10000000.0,Series B,"Blume Ventures, Naspers, DST Global",2021-05-24
QuickGrocery,Gaming,Visakhapatnam,Andhra Pradesh,3075764390246.867,Series D,Lightspeed Venture Partners,2018-08-29
DataScience Academy,IoT,Coimbatore,Tamil Nadu,1329631980750.0605,Growth Stage,Accel Partners,2017-12-11
Antivirus Plus,Renewable Energy,Gurgaon,Haryana,10000000.0,Private Equity,"Tencent, Tiger Global, 500 Startups",2023-05-14
GreenBuild,CleanTech,Kochi,Kerala,2680944175624.5117,Pre-Series A,"Y Combinator, Sequoia Capital",2020-08-09
JobPortal Pro,Foodtech,Mumbai,Maharashtra,10000000.0,Debt Financing,"AngelList India, Chiratae Ventures",2016-04-18
FashionForward,Marketing Tech,Bangalore,Karnataka,10000000.0,Series D,Amazon,2016-08-03
DeepLearning India,E-commerce,Gurgaon,Haryana,10000000.0,Series B,Alibaba,2017-10-19
LabTest Now,Agritech,Kochi,Kerala,25321675012097.125,Series B,"Sequoia Capital, Lightspeed Venture Partners, Google Ventures",2023-08-11
SkillDevelopment,Gaming,Jaipur,Rajasthan,10000000.0,Growth Stage,Sequoia Capital,2019-01-28
PetCare,Healthtech,Chandigarh,Chandigarh,10000000.0,Seed,"Chiratae Ventures, Matrix Partners",2017-05-27
IoT Solutions,Cybersecurity,Kolkata,West Bengal,10000000.0,Growth Stage,SAIF Partners,2018-11-02
ARGlasses,Fintech,Noida,Uttar Pradesh,10000000.0,Series E,"Blume Ventures, Tencent",2022-01-13
PropertyFinder,Edtech,Noida,Uttar Pradesh,1357877714999.489,Series B,"Y Combinator, General Catalyst",2019-04-14
BlockchainHub,HR Tech,Indore,Madhya Pradesh,10000000.0,Angel,Naspers,2016-04-27
AgriTech Innovations,Social Media,Chandigarh,Chandigarh,10000000.0,Pre-Series A,"SoftBank Vision Fund, Falcon Edge, Alpha Wave Incubation",2017-03-29
SkillDevelopment,Logistics,Lucknow,Uttar Pradesh,10147978612901.895,Series B,"Lightspeed Venture Partners, 500 Startups, Kalaari Capital",2021-07-18
CodingBootcamp,Marketing Tech,Delhi,Delhi,10000000.0,Series C,Alibaba,2024-12-05
HealthCare Plus,Fintech,Ahmedabad,Gujarat,10000000.0,Private Equity,Chiratae Ventures,2023-03-17
Antivirus Plus,Enterprise Software,Surat,Gujarat,3790024262271.8433,Series B,"Alpha Wave Incubation, Blume Ventures",2017-07-15
MediaHub,Renewable Energy,Visakhapatnam,Andhra Pradesh,62002790759.15755,Private Equity,"Alibaba, Blume Ventures",2015-12-30
SemiconductorHub,HR Tech,Bhopal,Madhya Pradesh,134584585858233.25,Pre-Series A,"General Catalyst, Insight Partners, Sequoia Capital",2016-09-02
ComputerVision Co,Renewable Energy,,West Bengal,10000000.0,Series A,Blume Ventures,2021-04-04
WeddingBells,Enterprise Software,Hyderabad,Telangana,10000000.0,Pre-Series A,Amazon,2023-08-29
DisplayTech,Gaming,Kochi,Kerala,10000000.0,Private Equity,"Insight Partners, Falcon Edge",2022-05-28
Metaverse India,Social Media,Delhi,Delhi,10000000.0,Seed,"Techstars, General Catalyst, Insight Partners",2017-06-30
AgriTech Innovations,Mobile Apps,Bhopal,Madhya Pradesh,10000000.0,Growth Stage,AngelList India,2022-02-13
CloudStorage Pro,Healthtech,Indore,Madhya Pradesh,16201175586192.578,Seed,"AngelList India, Google Ventures",2022-03-29
VirtualAssistant India,CleanTech,Hyderabad,Telangana,10000000.0,Seed,"Insight Partners, 500 Startups, Lightspeed Venture Partners",2023-08-14
CloudStorage Pro,IoT,Jaipur,Rajasthan,26566667984538.04,Angel,Tencent,2023-08-18
WaterPurify,SaaS,Delhi,Delhi,10000000.0,Series A,Google Ventures,2020-01-07
AudioTech,Enterprise Software,Coimbatore,Tamil Nadu,10000000.0,Pre-Series A,Falcon Edge,2021-04-27
WeddingBells,E-commerce,Ahmedabad,Gujarat,10000000.0,Pre-Series A,"Blume Ventures, AngelList India, Steadview Capital",2016-09-18
EduLearn,Automotive,Kolkata,West Bengal,647921327139.1642,Growth Stage,General Catalyst,2016-07-11
FashionForward,Media & Entertainment,Chandigarh,Chandigarh,793877055554.3309,Growth Stage,"Alibaba, Tiger Global",2023-08-11
